Accel X,Accel Y,Accel Z,Mag X,Mag Y,Mag Z,Gyro X,Gyro Y,Gyro Z,Pressure,Temperature,Altitude,GPS Lat,GPS Long,Time
-0.31,-9.65,-3.73,-27,-29.09,86.94,-0.04,-0.1,-0.1,1006.21,37.7,58.78,null,null,0:0:0
0.82,-9.57,-4.28,-25.45,-30.45,87.35,-0.19,-0.14,-0.12,1006.18,37.7,59.03,null,null,0:0:0
0.12,-9.53,-3.37,-24.91,-30.27,87.86,-0.11,-0.16,0.01,1006.25,37.7,58.44,null,null,0:0:0
0,-8.75,-4.08,-23.91,-31,88.27,0.26,-0.03,0,1006.21,37.7,58.78,null,null,0:0:0
0.78,-9.89,-3.96,-23.27,-30.82,88.98,0.1,-0.13,0.18,1006.25,37.7,58.44,null,null,0:0:0
0.43,-9.85,-3.45,-22.73,-30.64,89.08,0.13,-0.11,0.06,1006.23,37.8,58.61,null,null,0:0:0
0.16,-9.61,-3.14,-21.09,-30.82,90.61,-0.01,-0.04,-0.06,1006.24,37.8,58.53,null,null,0:0:0
0.47,-10.24,-2.12,-20.36,-28.55,92.55,0.1,-0.05,0.3,1006.17,37.8,59.12,null,null,0:0:0
-0.71,-9.85,-1.73,-26.91,-24.09,89.29,-0.07,0.17,0.08,1006.27,37.9,58.28,null,null,0:0:0
-1.02,-9.81,-2.08,-28.55,-22.45,88.16,0.12,0.25,0.28,1006.33,37.9,57.78,null,null,0:0:0
-1.1,-10.28,-0.47,-29.91,-19.55,88.27,0.18,-0.17,0.01,1006.39,37.9,57.27,null,null,0:0:0
-1.96,-8.83,-1.06,-6.91,-24.09,100,-0.11,0.07,0.26,1006.31,37.8,57.94,null,null,0:0:0
-2.39,-9.49,-2.39,-9.73,-25.18,98.78,-0.05,0.11,0.09,1006.33,37.8,57.78,null,null,0:0:0
-2.39,-8.59,-4.35,-11.27,-29.45,96.63,0.04,-0.41,-0.26,1006.24,37.8,58.53,null,null,0:0:0
-2.43,-9.96,-3.26,0.18,-32.27,98.06,-0.34,-1.44,-0.26,1006.21,37.7,58.78,null,null,0:0:0
-0.67,-10.04,-0.27,20.27,-29.27,97.55,-0.74,-1.96,-0.51,1005.25,36.8,66.82,null,null,0:0:0
-1.57,-10.24,-4.47,34.18,-32.18,87.76,-1.35,-1.04,-0.33,1005.5,37.4,64.73,null,null,0:0:0
-2.39,-10.9,-3.33,38.73,-33.36,81.63,0.56,-0.07,-0.53,1006.09,37,59.78,null,null,0:0:0
-1.06,-10.12,-2.75,38.73,-33.55,82.04,-0.13,0.2,0.3,1005.69,37.3,63.13,null,null,0:0:0
-1.37,-11.06,-3.45,31.09,-36.82,86.12,0.45,0.52,0.08,1006.02,37.4,60.37,null,null,0:0:0
-1.37,-10.36,-5.26,32.09,-36.09,85.92,0.16,-0.66,-1.3,1005.75,37.3,62.63,null,null,0:0:0
-0.82,-9.89,-5.49,35.55,-32.91,85.82,-0.28,0.5,-0.43,1005.76,37.5,62.55,null,null,0:0:0
-0.12,-9.57,-3.8,36.27,-28.82,88.37,0.02,-0.12,-0.36,1005.51,37.5,64.64,null,null,0:0:0
-0.71,-8.63,-4.43,37.73,-29.36,86.84,-0.23,-0.4,-0.23,1005.6,37.5,63.89,null,null,0:0:0
-1.06,-9.38,-3.69,39.91,-32,81.43,-0.22,-0.59,0.05,1005.68,37.6,63.22,null,null,0:0:0
-1.84,-8.98,-4.86,40.91,-34,77.35,-0.17,-0.32,0.1,1005.83,37.6,61.96,null,null,0:0:0
-2.86,-8.55,-4.55,37.64,-36.91,77.24,0.4,0.12,0.46,1006.01,37.6,60.46,null,null,0:0:0
-3.73,-8,-5.81,34.27,-40.82,76.43,-0.09,-0.06,0.02,1006.4,37.7,57.19,null,null,0:0:0
